region,state,line_code,factor,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1999_percent_change,2000_percent_change,2001_percent_change,2002_percent_change,2003_percent_change,2004_percent_change,2005_percent_change,2006_percent_change,2007_percent_change,2008_percent_change,2009_percent_change,2010_percent_change,2011_percent_change,2012_percent_change,2013_percent_change,2014_percent_change,2015_percent_change,2016_percent_change,2017_percent_change,2018_percent_change,2019_percent_change,2020_percent_change,2021_percent_change,2022_percent_change
midwest,Illinois,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,485234.9,470010.8,476494.2,480659.7,487645.5,496107.5,509208.4,527627.7,534014.4,538080,549214.9,557905.6,534948.4,568122.8,581883.8,,,,,,,,,,,-0.031374701,0.013794151,0.008741974,0.014533775,0.01735277,0.026407381,0.03617242,0.012104558,0.007613278,0.020693763,0.015823861,-0.041148897,0.062014205,0.024221876
midwest,Illinois,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,832826.8,871024.2,895800,860747.5,943993.3,1025667.2,,,,,,,,,,,,,,,,,,,,0.045864758,0.028444445,-0.039129828,0.09671338,0.086519576
midwest,Illinois,5,  Personal income,366594.1,382605.3,411220.9,427182.4,432381.6,440480.1,457834.3,475646.2,506021.6,535102.6,551159.7,525793.9,540880.9,568230.3,593814.2,605681.6,629465,657080.2,664686.8,685632.7,722686.6,741717.2,787487.8,853520.9,851243.1,0.043675553,0.074791437,0.038814905,0.012170913,0.018729983,0.039398375,0.038904687,0.063861332,0.057469879,0.030007516,-0.046022596,0.028693752,0.050564551,0.045023822,0.019985039,0.039267166,0.043870906,0.011576365,0.031512436,0.054043368,0.02633313,0.061708964,0.083852855,-0.00266871
midwest,Illinois,6,  Disposable personal income,314354.8,327467.3,351878.2,368530.2,381409.5,393351.4,409868,421300.6,444916.2,466928.2,481936.3,474337.2,485767.9,501181.2,523039.5,528372.8,548692.2,570633.8,580489.9,601729.6,635136.3,651321.3,696065.2,743674.1,726281.3,0.041712422,0.074544542,0.047323193,0.034947746,0.031309918,0.041989427,0.027893371,0.056054038,0.049474485,0.032142201,-0.015767851,0.024098258,0.031729762,0.043613567,0.010196744,0.038456559,0.039988905,0.017272198,0.036589267,0.055517794,0.025482719,0.068697124,0.068397185,-0.023387664
midwest,Illinois,7,  Personal consumption expenditures,274303.2,289479.4,311531.8,322195.6,331449.3,345707.9,363646.5,384010.6,403497.1,423685.4,433710.5,424293.3,438819.8,454980.3,465517.9,476304.5,492993.4,507894.4,522413.6,539587.6,562269.9,573954.2,561359.8,627074,683721,0.055326369,0.076179514,0.034230213,0.028720752,0.043018947,0.051889471,0.055999714,0.050744693,0.050033321,0.02366166,-0.021713101,0.03423693,0.03682719,0.023160563,0.023171182,0.0350383,0.030225557,0.028587045,0.032874336,0.042036363,0.02078059,-0.021943214,0.117062533,0.090335431
midwest,Illinois,8,  Real per capita personal income 4,,,,,,,,,,,48415,45573,45785,46627,48180,48736,50192,52739,52593,53025,54882,56211,58848,61090,57654,,,,,,,,,,,-0.058700816,0.004651877,0.018390303,0.033306882,0.011540058,0.029875246,0.050745139,-0.00276835,0.008214021,0.035021216,0.02421559,0.046912526,0.038098151,-0.056244885
midwest,Illinois,9,  Real per capita PCE 5,,,,,,,,,,,38066,36729,37094,37281,37720,38277,39259,40697,41247,41633,42612,43416,41837,44782,46247,,,,,,,,,,,-0.035123207,0.009937651,0.005041247,0.011775435,0.014766702,0.025655093,0.036628544,0.01351451,0.009358256,0.023515,0.018867925,-0.036369081,0.070392237,0.032714037
midwest,Illinois,10,  Per capita personal income 6,29873,30958,33072,34206,34520,35081,36366,37720,40021,42148,43238,41088,42107,44074,45932,46731,48531,50682,51340,53049,56072,57721,61587,67278,67655,0.036320423,0.068286065,0.034288824,0.009179676,0.016251448,0.036629515,0.03723258,0.061002121,0.053147098,0.025861251,-0.049724779,0.024800428,0.046714323,0.042156373,0.01739528,0.038518328,0.044322186,0.012982913,0.033287885,0.056985052,0.029408617,0.066977357,0.092405865,0.005603615
midwest,Illinois,11,  Per capita disposable personal income 7,25616,26496,28299,29510,30451,31328,32556,33410,35188,36778,37808,37067,37816,38873,40458,40766,42304,44014,44837,46557,49279,50686,54437,58619,57724,0.034353529,0.068048007,0.042793032,0.031887496,0.028800368,0.039198161,0.026231724,0.0532176,0.045185859,0.028005873,-0.019599027,0.020206653,0.027951132,0.040773802,0.007612833,0.037727518,0.04042171,0.018698596,0.038361175,0.058465966,0.028551716,0.074004656,0.076822749,-0.015268087
midwest,Illinois,12,  Per capita personal consumption expenditures (PCE) 8,22352,23423,25055,25799,26462,27533,28884,30453,31912,33372,34024,33156,34161,35290,36008,36749,38009,39175,40351,41749,43625,44665,43902,49429,54341,0.047915175,0.069675106,0.029694672,0.02569867,0.040473131,0.049068391,0.054320731,0.047909894,0.045750815,0.019537337,-0.025511404,0.030311256,0.033049384,0.020345707,0.02057876,0.034286647,0.030676945,0.030019145,0.034645982,0.044935208,0.023839542,-0.017082727,0.125894037,0.099374861
midwest,Illinois,13,  Regional price parities (RPPs) 9,,,,,,,,,,,100.238,101.521,101.745,101.998,100.982,100.238,99.686,98.932,99.535,100.28,100.323,99.385,100.289,101.262,101.257,,,,,,,,,,,0.012799537,0.00220644,0.002486609,-0.00996098,-0.00736765,-0.005506894,-0.00756375,0.006095096,0.007484804,0.000428799,-0.0093498,0.00909594,0.009701961,-4.93769E-05
midwest,Illinois,14,  Implicit regional price deflator 10,,,,,,,,,,,89.382,90.273,92.093,94.657,95.462,96.008,96.816,96.26,97.828,100.28,102.377,102.877,104.937,110.376,117.501,,,,,,,,,,,0.00996845,0.020161067,0.027841421,0.00850439,0.005719553,0.008415965,-0.005742852,0.016289217,0.025064399,0.020911448,0.004883909,0.020023912,0.051831099,0.064552077
midwest,Illinois,15,  Total employment (number of jobs),7139373,7218569,7357491,7309738,7217677,7191483,7244979,7334786,7448634,7577703,7553123,7304369,7251061,7376147,7434721,7503553,7613604,7748859,7804672,7823072,7880803,7859053,7519019,7749727,8094358,0.011092851,0.019245089,-0.006490392,-0.012594295,-0.003629145,0.007438799,0.012395757,0.015521653,0.017327875,-0.003243727,-0.032933927,-0.007298098,0.017250717,0.007941002,0.009258182,0.014666519,0.017764911,0.007202738,0.002357562,0.007379582,-0.002759871,-0.043266536,0.030683258,0.044470083
midwest,Indiana,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,357535.8,368762.9,371044.5,359184.7,384051,396009.2,,,,,,,,,,,,,,,,,,,,0.031401331,0.006187173,-0.031963282,0.069229842,0.03113701
midwest,Indiana,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,276552.9,268703.6,274616.9,286855.4,292577.9,291964.9,299357.3,314400,320397.1,328648.6,331557.6,340443.9,366690.5,385617.8,374525.3,,,,,,,,,,,-0.028382635,0.022006776,0.04456572,0.019949075,-0.002095169,0.025319482,0.050249986,0.019074746,0.025753978,0.008851399,0.026801678,0.077095228,0.051616554,-0.028765529
midwest,Indiana,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,228367.9,224090.8,226320,230867.7,234115.8,235982.9,241348.2,250295.3,256588.4,266105.8,267173.3,269692,270067.6,287652.3,298717.3,,,,,,,,,,,-0.018728989,0.009947753,0.020094115,0.014069097,0.007975113,0.022735969,0.037071335,0.025142701,0.03709209,0.004011562,0.009427214,0.0013927,0.065112216,0.038466579
midwest,Indiana,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,357535.8,377376.9,385446.2,377901.1,422951.9,470323.6,,,,,,,,,,,,,,,,,,,,0.055494023,0.021382602,-0.019574976,0.119213202,0.112002571
midwest,Indiana,5,  Personal income,154521.8,160465.8,171032.1,175229.8,177918.8,182458,191088.3,196999,208373.7,215919.9,226602.3,220908.7,231025.6,245731.2,256284.7,259534.8,269159.1,279385.7,287275.2,297990.5,313127.2,326386.7,351106.6,387919.3,398522.6,0.038467064,0.065847676,0.024543346,0.015345563,0.025512762,0.047300201,0.030931773,0.057739887,0.036214743,0.049473902,-0.025125959,0.045796748,0.063653552,0.042947334,0.0126816,0.037082888,0.037994628,0.028238739,0.037299774,0.050795915,0.042345411,0.075738074,0.104847645,0.027333778
midwest,Indiana,6,  Disposable personal income,134492.7,139782,149782.7,153590.2,158457.7,164009,172450,176595.4,185993,191572,202241.4,201799.2,210496.1,221690.5,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293862.8,316416.7,346145.8,350626.4,0.039327785,0.071544977,0.025420159,0.031691475,0.035033324,0.051466688,0.024038272,0.053215429,0.029995753,0.055693943,-0.002186496,0.043096801,0.053181033,0.047355209,0.004844336,0.03793351,0.032405325,0.026938382,0.043359941,0.058764284,0.036113058,0.076749762,0.093955534,0.012944256
midwest,Indiana,7,  Personal consumption expenditures,117579.9,125011.8,133146.5,138169.8,142852.9,149620.7,159441,168731.5,175744.1,182424.5,187273.9,184465.1,190660.5,198049.2,205349.2,210037.4,217279.8,222792.9,230556.9,241847.3,252840.8,259039.6,259287,290016.5,318273.8,0.063207232,0.065071457,0.037727616,0.033893803,0.047376007,0.065634635,0.058269203,0.041560704,0.038012087,0.026583052,-0.014998353,0.033585757,0.038753176,0.036859528,0.022830379,0.034481478,0.025373274,0.034848507,0.048970124,0.045456369,0.024516613,0.000955066,0.11851539,0.097433422
midwest,Indiana,8,  Real per capita personal income 4,,,,,,,,,,,43045,41599,42305,43988,44694,44364,45290,47431,48119,49155,49297,50349,54014,56596,54811,,,,,,,,,,,-0.033592752,0.016971562,0.039782532,0.016049832,-0.007383541,0.02087278,0.047273129,0.014505281,0.021529957,0.002888821,0.021340041,0.072791912,0.047802422,-0.031539331
midwest,Indiana,9,  Real per capita PCE 5,,,,,,,,,,,35545,34693,34865,35402,35763,35858,36513,37760,38536,39801,39724,39885,39781,42218,43717,,,,,,,,,,,-0.023969616,0.004957772,0.015402266,0.010197164,0.002656377,0.018266496,0.03415222,0.020550847,0.032826448,-0.001934625,0.004052965,-0.002607497,0.061260401,0.035506182
midwest,Indiana,10,  Per capita personal income 6,25758,26545,28075,28596,28902,29445,30657,31376,32905,33845,35270,34200,35590,37682,39150,39436,40721,42149,43145,44570,46556,48270,51719,56934,58323,0.030553614,0.057637973,0.018557435,0.010700797,0.018787627,0.041161488,0.023453045,0.048731515,0.028567087,0.042103708,-0.030337397,0.040643275,0.058780556,0.038957592,0.007305236,0.032584441,0.035067901,0.023630454,0.033028161,0.04455912,0.036815878,0.071452248,0.100833349,0.02439667
midwest,Indiana,11,  Per capita disposable personal income 7,22420,23124,24587,25065,25741,26467,27667,28126,29370,30029,31478,31242,32427,33995,35469,35452,36637,37717,38560,40066,42169,43460,46609,50803,51313,0.031400535,0.063267601,0.019441168,0.026969878,0.028204032,0.045339479,0.016590162,0.044229539,0.022437862,0.048253355,-0.0074973,0.03792971,0.048354766,0.043359318,-0.000479292,0.033425477,0.029478396,0.022350664,0.039056017,0.052488394,0.030614907,0.072457432,0.089982621,0.010038777
midwest,Indiana,12,  Per capita personal consumption expenditures (PCE) 8,19600,20680,21856,22548,23206,24145,25580,26874,27752,28595,29149,28558,29371,30370,31369,31915,32872,33611,34627,36173,37593,38310,38193,42565,46579,0.055102041,0.056866538,0.031661786,0.029182189,0.040463673,0.059432595,0.050586396,0.032670983,0.030376189,0.019374016,-0.020275138,0.02846838,0.034013142,0.032894304,0.017405719,0.0299859,0.022481139,0.030228199,0.044647241,0.039255799,0.0190727,-0.003054033,0.114471238,0.094302831
midwest,Indiana,13,  Regional price parities (RPPs) 9,,,,,,,,,,,91.965,92.573,93.073,92.437,92.784,92.926,92.696,91.483,91.423,90.884,92.737,92.79,91.755,92.496,91.817,,,,,,,,,,,0.006611211,0.005401143,-0.006833346,0.003753908,0.001530436,-0.002475088,-0.013085786,-0.00065586,-0.005895672,0.020388627,0.000571509,-0.011154219,0.008075854,-0.007340858
midwest,Indiana,14,  Implicit regional price deflator 10,,,,,,,,,,,82.005,82.317,84.244,85.785,87.713,89.005,90.027,89.012,89.855,90.884,94.636,96.05,96.008,100.822,106.547,,,,,,,,,,,0.003804646,0.023409502,0.018292104,0.022474792,0.014729858,0.011482501,-0.011274395,0.009470633,0.011451783,0.041283394,0.01494146,-0.000437272,0.050141655,0.056783242
midwest,Indiana,15,  Total employment (number of jobs),3543278,3596542,3648148,3588944,3553197,3552183,3593262,3634795,3674382,3720029,3682921,3523023,3525292,3590103,3642274,3684167,3740470,3796439,3847508,3903424,3963724,3969603,3843114,3978425,4140665,0.015032408,0.014348783,-0.016228508,-0.009960311,-0.000285377,0.011564438,0.011558578,0.010891123,0.012423041,-0.009975191,-0.043416082,0.000644049,0.018384576,0.014531895,0.01150188,0.015282423,0.014963093,0.013451816,0.014533043,0.015447976,0.001483201,-0.031864396,0.035208688,0.040779957
midwest,Iowa,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,187125,189245.1,188318.4,187136.7,198470.8,197846.3,,,,,,,,,,,,,,,,,,,,0.01132986,-0.004896824,-0.006275011,0.060565886,-0.003146559
midwest,Iowa,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,149119.1,141685.1,141341.1,150625.1,152906,153386.7,155922.6,163694.5,163762.3,166102.4,165388.8,166575.5,177134.1,190106.4,188090.5,,,,,,,,,,,-0.049852769,-0.002427919,0.06568507,0.015142895,0.003143762,0.016532724,0.049844602,0.000414186,0.014289614,-0.004296145,0.007175214,0.063386272,0.073234346,-0.010604062
midwest,Iowa,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,115206.3,112463.8,112560.6,116760.3,116654.8,117865.9,120544.7,124456.6,127487.4,130356.7,127969.4,129279,127315.6,138046.2,141783.8,,,,,,,,,,,-0.023805122,0.000860721,0.037310569,-0.000903561,0.010381913,0.022727523,0.032451862,0.024352264,0.022506538,-0.018313596,0.010233696,-0.015187308,0.084283466,0.027074994
midwest,Iowa,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,187125,193155.1,196085.1,199447,220818.2,238342.3,,,,,,,,,,,,,,,,,,,,0.032224983,0.015169157,0.017145107,0.107152276,0.079359853
midwest,Iowa,5,  Personal income,73147.5,74998.7,80082.6,82519.7,84518.2,86330.6,93377.9,96080,101998.6,109069,116112.8,112963.4,116535.7,125499.8,131137,133435.1,137733.5,142521.2,143839.9,147911.5,154686,158118.5,167778.9,185621.7,192742.4,0.025307769,0.067786508,0.030432329,0.024218459,0.021443902,0.081631542,0.028937254,0.061600749,0.069318598,0.064581137,-0.027123625,0.031623517,0.076921493,0.044918,0.017524421,0.032213413,0.034760607,0.009252659,0.028306471,0.045801036,0.022190114,0.06109595,0.106347103,0.038361355
midwest,Iowa,6,  Disposable personal income,64462.9,66087.8,70803.9,73131.3,76293.3,78500.9,85274,87012.9,91840,97452.4,104110.9,103229,106224.6,113269.9,118077.1,119480.8,123370,127158.9,128254.5,132160.8,139211,141842.9,151353,166031.3,170345.5,0.025206747,0.071361129,0.032871071,0.043237301,0.028935699,0.086280539,0.020391913,0.055475682,0.061110627,0.068325665,-0.008470775,0.029018977,0.066324561,0.042440225,0.011887995,0.032550837,0.03071168,0.008615991,0.030457411,0.053345621,0.018905834,0.067046712,0.096980569,0.025984257
midwest,Iowa,7,  Personal consumption expenditures,56464.4,59748.9,63279.6,65420.8,66996.9,70550.3,74931.1,78928.6,83083.9,86433.4,89779.9,89779.6,92935.6,97421.3,100180.8,102664.9,106618.9,108540.1,112218.4,116352.5,119934.4,122945,120916.6,135091.2,145480.9,0.058169395,0.059092301,0.033837129,0.024091726,0.053038275,0.062094704,0.05334901,0.052646316,0.04031467,0.038717672,-3.34151E-06,0.035152752,0.048266757,0.028325428,0.024796169,0.03851365,0.018019319,0.033888858,0.03683977,0.030784899,0.025102056,-0.016498434,0.117226253,0.076908785
midwest,Iowa,8,  Real per capita personal income 4,,,,,,,,,,,49431,46716,46319,49065,49603,49444,49950,52197,51997,52520,52149,52319,55518,59451,58769,,,,,,,,,,,-0.054925047,-0.008498159,0.059284527,0.010965046,-0.003205451,0.0102338,0.044984985,-0.003831638,0.010058273,-0.007063976,0.00325989,0.061144135,0.070841889,-0.011471632
midwest,Iowa,9,  Real per capita PCE 5,,,,,,,,,,,38189,37082,36888,38033,37843,37994,38617,39685,40479,41218,40351,40605,39904,43171,44300,,,,,,,,,,,-0.028987405,-0.005231649,0.031039905,-0.004995662,0.00399017,0.016397326,0.027656214,0.02000756,0.01825638,-0.021034499,0.006294763,-0.017263884,0.081871492,0.026151815
midwest,Iowa,10,  Per capita personal income 6,25198,25705,27341,28145,28804,29344,31615,32411,34197,36366,38490,37246,38190,40880,42541,43012,44123,45445,45672,46769,48775,49663,52586,58049,60222,0.020120644,0.063645205,0.029406386,0.023414461,0.018747396,0.077392312,0.025177922,0.055104748,0.063426616,0.058406204,-0.032320083,0.025345003,0.070437287,0.040631115,0.011071672,0.025830001,0.029961698,0.004995049,0.024019093,0.042891659,0.018206048,0.058856694,0.103886966,0.037433892
midwest,Iowa,11,  Per capita disposable personal income 7,22207,22651,24173,24942,26001,26683,28871,29352,30791,32493,34511,34037,34811,36897,38305,38514,39522,40547,40723,41788,43895,44551,47438,51922,53224,0.019993696,0.067193501,0.031812353,0.042458504,0.02622976,0.081999775,0.016660317,0.04902562,0.055275892,0.062105684,-0.013734751,0.022739959,0.059923587,0.038160284,0.005456207,0.026172301,0.025934922,0.004340642,0.026152297,0.050421174,0.014944755,0.064802137,0.094523378,0.025076076
midwest,Iowa,12,  Per capita personal consumption expenditures (PCE) 8,19451,20479,21604,22313,22833,23980,25369,26625,27856,28819,29761,29602,30456,31734,32499,33094,34155,34610,35631,36790,37817,38615,37898,42247,45455,0.052850753,0.054934323,0.032817997,0.0233048,0.05023431,0.057923269,0.049509244,0.046234742,0.034570649,0.032686769,-0.005342562,0.028849402,0.041962175,0.024106636,0.018308256,0.032060192,0.013321622,0.029500144,0.032527855,0.027915194,0.021101621,-0.018567914,0.114755396,0.075934386
midwest,Iowa,13,  Regional price parities (RPPs) 9,,,,,,,,,,,87.395,89.776,91.218,89.907,90.843,90.94,91.07,89.632,89.56,89.257,91.841,91.873,90.767,89.778,88.422,,,,,,,,,,,0.027244122,0.016062199,-0.014372163,0.010410758,0.001067776,0.001429514,-0.015790052,-0.000803285,-0.003383207,0.02895011,0.000348428,-0.012038357,-0.01089603,-0.015103923
midwest,Iowa,14,  Implicit regional price deflator 10,,,,,,,,,,,77.93,79.83,82.565,83.437,85.878,87.103,88.448,87.211,88.023,89.257,93.721,95.101,94.974,97.859,102.608,,,,,,,,,,,0.024380855,0.034260303,0.010561376,0.029255606,0.014264422,0.015441489,-0.013985619,0.009310752,0.014019063,0.050012884,0.014724555,-0.001335422,0.030376735,0.048529006
midwest,Iowa,15,  Total employment (number of jobs),1877486,1896080,1915254,1902198,1879738,1873351,1902252,1933944,1965800,1994003,1997583,1959120,1950434,1975941,1993406,2019403,2038999,2059821,2066676,2061826,2076505,2070466,2009821,2053873,2113995,0.009903669,0.010112443,-0.00681685,-0.011807393,-0.003397814,0.015427435,0.016660253,0.016472038,0.014346831,0.001795383,-0.019254769,-0.004433623,0.013077602,0.008838827,0.013041498,0.009703858,0.010211874,0.003327959,-0.002346764,0.007119417,-0.002908252,-0.029290508,0.02191837,0.029272501
midwest,Kansas,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,166273.6,169796.9,170351.7,168540.8,172839.8,174794.6,,,,,,,,,,,,,,,,,,,,0.021189774,0.003267433,-0.010630361,0.025507177,0.011309895
midwest,Kansas,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,144002.4,136817.7,135439.8,143276,147397.5,149555.2,149103,150962.5,151347.9,154694.8,156470.6,159473.4,167795.8,173329.5,170230,,,,,,,,,,,-0.049892918,-0.010071065,0.057857439,0.028766158,0.014638647,-0.003023633,0.012471245,0.002552952,0.022113951,0.011479377,0.019190826,0.05218676,0.032978775,-0.017882126
midwest,Kansas,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,110663.1,106339.3,105773.7,107580.8,107494.9,108661.1,109679.3,112680.2,115222,117367.2,117900.6,119004,117180.9,125309.9,129618.4,,,,,,,,,,,-0.039071741,-0.005318824,0.017084587,-0.00079847,0.010848887,0.009370419,0.027360678,0.022557645,0.018617972,0.004544711,0.009358731,-0.015319653,0.069371374,0.034382758
midwest,Kansas,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,166273.6,173373,176917.7,177720.6,191831.7,209326.1,,,,,,,,,,,,,,,,,,,,0.042697097,0.020445513,0.004538268,0.079400475,0.091196606
